museum,year,month,visits
(NATURAL HISTORY MUSEUM) TRING,2007,6,"5,034"
(NATURAL HISTORY MUSEUM) TRING,2007,7,"10,877"
(NATURAL HISTORY MUSEUM) TRING,2007,8,"16,914"
(NATURAL HISTORY MUSEUM) TRING,2007,9,"5,696"
(NATURAL HISTORY MUSEUM) TRING,2007,10,"10,312"
(NATURAL HISTORY MUSEUM) TRING,2007,11,"5,891"
(NATURAL HISTORY MUSEUM) TRING,2007,12,"6,041"
(NATURAL HISTORY MUSEUM) TRING,2008,1,"11,115"
(NATURAL HISTORY MUSEUM) TRING,2008,2,"15,033"
(NATURAL HISTORY MUSEUM) TRING,2008,3,"13,419"
(NATURAL HISTORY MUSEUM) TRING,2008,4,"12,748"
(NATURAL HISTORY MUSEUM) TRING,2008,5,"9,755"
(NATURAL HISTORY MUSEUM) TRING,2008,6,"5,455"
(NATURAL HISTORY MUSEUM) TRING,2008,7,"7,316"
(NATURAL HISTORY MUSEUM) TRING,2008,8,"16,907"
(NATURAL HISTORY MUSEUM) TRING,2008,9,"6,151"
(NATURAL HISTORY MUSEUM) TRING,2008,10,"9,750"
(NATURAL HISTORY MUSEUM) TRING,2008,11,"6,376"
(NATURAL HISTORY MUSEUM) TRING,2008,12,"5,420"
(NATURAL HISTORY MUSEUM) TRING,2009,1,"9,118"
(NATURAL HISTORY MUSEUM) TRING,2009,2,"14,338"
(NATURAL HISTORY MUSEUM) TRING,2009,3,"8,579"
(NATURAL HISTORY MUSEUM) TRING,2009,4,"13,770"
(NATURAL HISTORY MUSEUM) TRING,2009,5,"9,079"
(NATURAL HISTORY MUSEUM) TRING,2009,6,"6,141"
(NATURAL HISTORY MUSEUM) TRING,2009,7,"11,965"
(NATURAL HISTORY MUSEUM) TRING,2009,8,"15,987"
(NATURAL HISTORY MUSEUM) TRING,2009,9,"5,253"
(NATURAL HISTORY MUSEUM) TRING,2009,10,"10,871"
(NATURAL HISTORY MUSEUM) TRING,2009,11,"7,132"
(NATURAL HISTORY MUSEUM) TRING,2009,12,"5,751"
(NATURAL HISTORY MUSEUM) TRING,2010,1,"7,551"
(NATURAL HISTORY MUSEUM) TRING,2010,2,"17,179"
(NATURAL HISTORY MUSEUM) TRING,2010,3,"7,765"
(NATURAL HISTORY MUSEUM) TRING,2010,4,"12,720"
(NATURAL HISTORY MUSEUM) TRING,2010,5,"7,204"
(NATURAL HISTORY MUSEUM) TRING,2010,6,"5,966"
(NATURAL HISTORY MUSEUM) TRING,2010,7,"8,461"
(NATURAL HISTORY MUSEUM) TRING,2010,8,"19,068"
(NATURAL HISTORY MUSEUM) TRING,2010,9,"6,118"
(NATURAL HISTORY MUSEUM) TRING,2010,10,"11,713"
(NATURAL HISTORY MUSEUM) TRING,2010,11,"6,427"
(NATURAL HISTORY MUSEUM) TRING,2010,12,"5,688"
(NATURAL HISTORY MUSEUM) TRING,2011,1,"12,100"
(NATURAL HISTORY MUSEUM) TRING,2011,2,"23,696"
(NATURAL HISTORY MUSEUM) TRING,2011,3,"7,703"
(NATURAL HISTORY MUSEUM) TRING,2011,4,"9,152"
(NATURAL HISTORY MUSEUM) TRING,2011,5,"8,227"
(NATURAL HISTORY MUSEUM) TRING,2011,6,"7,707"
(NATURAL HISTORY MUSEUM) TRING,2011,7,"8,353"
(NATURAL HISTORY MUSEUM) TRING,2011,8,"17,285"
(NATURAL HISTORY MUSEUM) TRING,2011,9,"6,878"
(NATURAL HISTORY MUSEUM) TRING,2011,10,"10,486"
(NATURAL HISTORY MUSEUM) TRING,2011,11,"7,226"
(NATURAL HISTORY MUSEUM) TRING,2011,12,"10,161"
(NATURAL HISTORY MUSEUM) TRING,2012,1,"12,812"
(NATURAL HISTORY MUSEUM) TRING,2012,2,"16,215"
(NATURAL HISTORY MUSEUM) TRING,2012,3,"8,932"
(NATURAL HISTORY MUSEUM) TRING,2012,4,"20,873"
(NATURAL HISTORY MUSEUM) TRING,2012,5,"8,870"
(NATURAL HISTORY MUSEUM) TRING,2012,6,"14,124"
(NATURAL HISTORY MUSEUM) TRING,2012,7,"11,334"
(NATURAL HISTORY MUSEUM) TRING,2012,8,"18,125"
(NATURAL HISTORY MUSEUM) TRING,2012,9,"7,044"
(NATURAL HISTORY MUSEUM) TRING,2012,10,"9,516"
(NATURAL HISTORY MUSEUM) TRING,2012,11,"9,177"
(NATURAL HISTORY MUSEUM) TRING,2012,12,"9,207"
(NATURAL HISTORY MUSEUM) TRING,2013,1,"11,989"
(NATURAL HISTORY MUSEUM) TRING,2013,2,"21,930"
(NATURAL HISTORY MUSEUM) TRING,2013,3,"13,670"
(NATURAL HISTORY MUSEUM) TRING,2013,4,"18,166"
(NATURAL HISTORY MUSEUM) TRING,2013,5,"12,425"
(NATURAL HISTORY MUSEUM) TRING,2013,6,"7,627"
(NATURAL HISTORY MUSEUM) TRING,2013,7,"9,178"
(NATURAL HISTORY MUSEUM) TRING,2013,8,"16,022"
(NATURAL HISTORY MUSEUM) TRING,2013,9,"8,034"
(NATURAL HISTORY MUSEUM) TRING,2013,10,"13,513"
(NATURAL HISTORY MUSEUM) TRING,2013,11,"9,356"
(NATURAL HISTORY MUSEUM) TRING,2013,12,"8,543"
(NATURAL HISTORY MUSEUM) TRING,2014,1,"16,139"
(NATURAL HISTORY MUSEUM) TRING,2014,2,"24,233"
(NATURAL HISTORY MUSEUM) TRING,2014,3,"10,317"
(NATURAL HISTORY MUSEUM) TRING,2014,4,"16,057"
(NATURAL HISTORY MUSEUM) TRING,2014,5,"16,636"
(NATURAL HISTORY MUSEUM) TRING,2014,6,"7,589"
(NATURAL HISTORY MUSEUM) TRING,2014,7,"9,030"
(NATURAL HISTORY MUSEUM) TRING,2014,8,"21,631"
(NATURAL HISTORY MUSEUM) TRING,2014,9,"7,773"
(NATURAL HISTORY MUSEUM) TRING,2014,10,"12,732"
(NATURAL HISTORY MUSEUM) TRING,2014,11,"8,507"
(NATURAL HISTORY MUSEUM) TRING,2014,12,"7,895"
(NATURAL HISTORY MUSEUM) TRING,2015,1,"14,117"
(NATURAL HISTORY MUSEUM) TRING,2015,2,"20,471"
(NATURAL HISTORY MUSEUM) TRING,2015,3,"12,064"
(NATURAL HISTORY MUSEUM) TRING,2015,4,"12,743"
(NATURAL HISTORY MUSEUM) TRING,2015,5,"12,495"
(NATURAL HISTORY MUSEUM) TRING,2015,6,"7,161"
(NATURAL HISTORY MUSEUM) TRING,2015,7,"12,604"
(NATURAL HISTORY MUSEUM) TRING,2015,8,"22,479"
(NATURAL HISTORY MUSEUM) TRING,2015,9,"8,756"
(NATURAL HISTORY MUSEUM) TRING,2015,10,"13,049"
(NATURAL HISTORY MUSEUM) TRING,2015,11,"9,034"
(NATURAL HISTORY MUSEUM) TRING,2015,12,"7,971"
(NATURAL HISTORY MUSEUM) TRING,2016,1,"13,276"
(NATURAL HISTORY MUSEUM) TRING,2016,2,"19,000"
(NATURAL HISTORY MUSEUM) TRING,2016,3,"13,566"
(NATURAL HISTORY MUSEUM) TRING,2016,4,"17,107"
(NATURAL HISTORY MUSEUM) TRING,2016,5,"10,399"
(NATURAL HISTORY MUSEUM) TRING,2016,6,"10,313"
(NATURAL HISTORY MUSEUM) TRING,2016,7,"9,289"
(NATURAL HISTORY MUSEUM) TRING,2016,8,"14,371"
(NATURAL HISTORY MUSEUM) TRING,2016,9,"7,552"
(NATURAL HISTORY MUSEUM) TRING,2016,10,"12,139"
(NATURAL HISTORY MUSEUM) TRING,2016,11,"8,017"
(NATURAL HISTORY MUSEUM) TRING,2016,12,"7,691"
(NATURAL HISTORY MUSEUM) TRING,2017,1,"14,158"
(NATURAL HISTORY MUSEUM) TRING,2017,2,"16,362"
(NATURAL HISTORY MUSEUM) TRING,2017,3,"10,290"
(NATURAL HISTORY MUSEUM) TRING,2017,4,"13,902"
(NATURAL HISTORY MUSEUM) TRING,2017,5,"9,716"
(NATURAL HISTORY MUSEUM) TRING,2017,6,"7,111"
(NATURAL HISTORY MUSEUM) TRING,2017,7,"13,009"
(NATURAL HISTORY MUSEUM) TRING,2017,8,"19,611"
(NATURAL HISTORY MUSEUM) TRING,2017,9,"8,970"
(NATURAL HISTORY MUSEUM) TRING,2017,10,"12,948"
(NATURAL HISTORY MUSEUM) TRING,2017,11,"8,753"
(NATURAL HISTORY MUSEUM) TRING,2017,12,"8,892"
(NATURAL HISTORY MUSEUM) TRING,2018,1,"16,581"
(NATURAL HISTORY MUSEUM) TRING,2018,2,"19,100"
(NATURAL HISTORY MUSEUM) TRING,2018,3,"12,740"
(NATURAL HISTORY MUSEUM) TRING,2018,4,"22,814"
(NATURAL HISTORY MUSEUM) TRING,2018,5,"8,796"
(NATURAL HISTORY MUSEUM) TRING,2018,6,"6,653"
(NATURAL HISTORY MUSEUM) TRING,2018,7,"8,683"
ROYAL MUSEUMS GREENWICH ,2004,4,"159,821"
ROYAL MUSEUMS GREENWICH ,2004,5,"148,925"
ROYAL MUSEUMS GREENWICH ,2004,6,"146,621"
ROYAL MUSEUMS GREENWICH ,2004,7,"204,320"
ROYAL MUSEUMS GREENWICH ,2004,8,"198,388"
ROYAL MUSEUMS GREENWICH ,2004,9,"111,112"
ROYAL MUSEUMS GREENWICH ,2004,10,"113,279"
ROYAL MUSEUMS GREENWICH ,2004,11,"71,910"
ROYAL MUSEUMS GREENWICH ,2004,12,"73,589"
ROYAL MUSEUMS GREENWICH ,2005,1,"76,891"
ROYAL MUSEUMS GREENWICH ,2005,2,"85,369"
ROYAL MUSEUMS GREENWICH ,2005,3,"127,753"
ROYAL MUSEUMS GREENWICH ,2005,4,"122,806"
ROYAL MUSEUMS GREENWICH ,2005,5,"152,802"
ROYAL MUSEUMS GREENWICH ,2005,6,"136,695"
ROYAL MUSEUMS GREENWICH ,2005,7,"189,436"
ROYAL MUSEUMS GREENWICH ,2005,8,"196,001"
ROYAL MUSEUMS GREENWICH ,2005,9,"121,580"
ROYAL MUSEUMS GREENWICH ,2005,10,"148,604"
ROYAL MUSEUMS GREENWICH ,2005,11,"89,541"
ROYAL MUSEUMS GREENWICH ,2005,12,"68,277"
ROYAL MUSEUMS GREENWICH ,2006,1,"74,300"
ROYAL MUSEUMS GREENWICH ,2006,2,"86,406"
ROYAL MUSEUMS GREENWICH ,2006,3,"106,594"
ROYAL MUSEUMS GREENWICH ,2006,4,"166,096"
ROYAL MUSEUMS GREENWICH ,2006,5,"142,350"
ROYAL MUSEUMS GREENWICH ,2006,6,"140,324"
ROYAL MUSEUMS GREENWICH ,2006,7,"212,171"
ROYAL MUSEUMS GREENWICH ,2006,8,"218,073"
ROYAL MUSEUMS GREENWICH ,2006,9,"127,715"
ROYAL MUSEUMS GREENWICH ,2006,10,"125,402"
ROYAL MUSEUMS GREENWICH ,2006,11,"88,846"
ROYAL MUSEUMS GREENWICH ,2006,12,"84,033"
ROYAL MUSEUMS GREENWICH ,2007,1,"85,067"
ROYAL MUSEUMS GREENWICH ,2007,2,"99,173"
ROYAL MUSEUMS GREENWICH ,2007,3,"126,425"
ROYAL MUSEUMS GREENWICH ,2007,4,"189,520"
ROYAL MUSEUMS GREENWICH ,2007,5,"152,341"
ROYAL MUSEUMS GREENWICH ,2007,6,"139,657"
ROYAL MUSEUMS GREENWICH ,2007,7,"220,439"
ROYAL MUSEUMS GREENWICH ,2007,8,"231,700"
ROYAL MUSEUMS GREENWICH ,2007,9,"136,929"
ROYAL MUSEUMS GREENWICH ,2007,10,"136,794"
ROYAL MUSEUMS GREENWICH ,2007,11,"92,879"
ROYAL MUSEUMS GREENWICH ,2007,12,"84,815"
ROYAL MUSEUMS GREENWICH ,2008,1,"98,152"
ROYAL MUSEUMS GREENWICH ,2008,2,"128,389"
ROYAL MUSEUMS GREENWICH ,2008,3,"154,199"
ROYAL MUSEUMS GREENWICH ,2008,4,"154,729"
ROYAL MUSEUMS GREENWICH ,2008,5,"219,292"
ROYAL MUSEUMS GREENWICH ,2008,6,"196,062"
ROYAL MUSEUMS GREENWICH ,2008,7,"253,136"
ROYAL MUSEUMS GREENWICH ,2008,8,"308,931"
ROYAL MUSEUMS GREENWICH ,2008,9,"154,027"
ROYAL MUSEUMS GREENWICH ,2008,10,"179,819"
ROYAL MUSEUMS GREENWICH ,2008,11,"104,292"
ROYAL MUSEUMS GREENWICH ,2008,12,"97,247"
ROYAL MUSEUMS GREENWICH ,2009,1,"110,971"
ROYAL MUSEUMS GREENWICH ,2009,2,"129,714"
ROYAL MUSEUMS GREENWICH ,2009,3,"160,024"
ROYAL MUSEUMS GREENWICH ,2009,4,"222,058"
ROYAL MUSEUMS GREENWICH ,2009,5,"264,900"
ROYAL MUSEUMS GREENWICH ,2009,6,"217,987"
ROYAL MUSEUMS GREENWICH ,2009,7,"315,371"
ROYAL MUSEUMS GREENWICH ,2009,8,"379,699"
ROYAL MUSEUMS GREENWICH ,2009,9,"184,619"
ROYAL MUSEUMS GREENWICH ,2009,10,"186,399"
ROYAL MUSEUMS GREENWICH ,2009,11,"101,225"
ROYAL MUSEUMS GREENWICH ,2009,12,"94,937"
ROYAL MUSEUMS GREENWICH ,2010,1,"101,287"
ROYAL MUSEUMS GREENWICH ,2010,2,"129,970"
ROYAL MUSEUMS GREENWICH ,2010,3,"180,334"
ROYAL MUSEUMS GREENWICH ,2010,4,"224,917"
ROYAL MUSEUMS GREENWICH ,2010,5,"247,369"
ROYAL MUSEUMS GREENWICH ,2010,6,"234,666"
ROYAL MUSEUMS GREENWICH ,2010,7,"340,032"
ROYAL MUSEUMS GREENWICH ,2010,8,"367,379"
ROYAL MUSEUMS GREENWICH ,2010,9,"191,569"
ROYAL MUSEUMS GREENWICH ,2010,10,"215,455"
ROYAL MUSEUMS GREENWICH ,2010,11,"109,557"
ROYAL MUSEUMS GREENWICH ,2010,12,"77,267"
ROYAL MUSEUMS GREENWICH ,2011,1,"119,804"
ROYAL MUSEUMS GREENWICH ,2011,2,"147,412"
ROYAL MUSEUMS GREENWICH ,2011,3,"157,736"
ROYAL MUSEUMS GREENWICH ,2011,4,"169,121"
ROYAL MUSEUMS GREENWICH ,2011,5,"152,962"
ROYAL MUSEUMS GREENWICH ,2011,6,"149,098"
ROYAL MUSEUMS GREENWICH ,2011,7,"222,227"
ROYAL MUSEUMS GREENWICH ,2011,8,"225,874"
ROYAL MUSEUMS GREENWICH ,2011,9,"137,796"
ROYAL MUSEUMS GREENWICH ,2011,10,"175,369"
ROYAL MUSEUMS GREENWICH ,2011,11,"114,862"
ROYAL MUSEUMS GREENWICH ,2011,12,"96,284"
ROYAL MUSEUMS GREENWICH ,2012,1,"124,574"
ROYAL MUSEUMS GREENWICH ,2012,2,"136,214"
ROYAL MUSEUMS GREENWICH ,2012,3,"154,157"
ROYAL MUSEUMS GREENWICH ,2012,4,"196,325"
ROYAL MUSEUMS GREENWICH ,2012,5,"211,140"
ROYAL MUSEUMS GREENWICH ,2012,6,"204,040"
ROYAL MUSEUMS GREENWICH ,2012,7,"110,550"
ROYAL MUSEUMS GREENWICH ,2012,8,"120,382"
ROYAL MUSEUMS GREENWICH ,2012,9,"140,835"
ROYAL MUSEUMS GREENWICH ,2012,10,"185,885"
ROYAL MUSEUMS GREENWICH ,2012,11,"149,572"
ROYAL MUSEUMS GREENWICH ,2012,12,"121,309"
ROYAL MUSEUMS GREENWICH ,2013,1,"132,126"
ROYAL MUSEUMS GREENWICH ,2013,2,"161,820"
ROYAL MUSEUMS GREENWICH ,2013,3,"195,215"
ROYAL MUSEUMS GREENWICH ,2013,4,"241,926"
ROYAL MUSEUMS GREENWICH ,2013,5,"220,841"
ROYAL MUSEUMS GREENWICH ,2013,6,"215,888"
ROYAL MUSEUMS GREENWICH ,2013,7,"271,527"
ROYAL MUSEUMS GREENWICH ,2013,8,"309,642"
ROYAL MUSEUMS GREENWICH ,2013,9,"181,648"
ROYAL MUSEUMS GREENWICH ,2013,10,"183,695"
ROYAL MUSEUMS GREENWICH ,2013,11,"141,732"
ROYAL MUSEUMS GREENWICH ,2013,12,"129,794"
ROYAL MUSEUMS GREENWICH ,2014,1,"164,439"
ROYAL MUSEUMS GREENWICH ,2014,2,"189,714"
ROYAL MUSEUMS GREENWICH ,2014,3,"224,644"
ROYAL MUSEUMS GREENWICH ,2014,4,"263,261"
ROYAL MUSEUMS GREENWICH ,2014,5,"207,777"
ROYAL MUSEUMS GREENWICH ,2014,6,"195,547"
ROYAL MUSEUMS GREENWICH ,2014,7,"274,210"
ROYAL MUSEUMS GREENWICH ,2014,8,"301,569"
ROYAL MUSEUMS GREENWICH ,2014,9,"186,856"
ROYAL MUSEUMS GREENWICH ,2014,10,"195,685"
ROYAL MUSEUMS GREENWICH ,2014,11,"127,062"
ROYAL MUSEUMS GREENWICH ,2014,12,"119,809"
ROYAL MUSEUMS GREENWICH ,2015,1,"140,492"
ROYAL MUSEUMS GREENWICH ,2015,2,"150,302"
ROYAL MUSEUMS GREENWICH ,2015,3,"168,281"
ROYAL MUSEUMS GREENWICH ,2015,4,"221,937"
ROYAL MUSEUMS GREENWICH ,2015,5,"223,706"
ROYAL MUSEUMS GREENWICH ,2015,6,"195,548"
ROYAL MUSEUMS GREENWICH ,2015,7,"256,257"
ROYAL MUSEUMS GREENWICH ,2015,8,"316,879"
ROYAL MUSEUMS GREENWICH ,2015,9,"175,760"
ROYAL MUSEUMS GREENWICH ,2015,10,"206,563"
ROYAL MUSEUMS GREENWICH ,2015,11,"130,511"
ROYAL MUSEUMS GREENWICH ,2015,12,"132,733"
ROYAL MUSEUMS GREENWICH ,2016,1,"145,611"
ROYAL MUSEUMS GREENWICH ,2016,2,"177,127"
ROYAL MUSEUMS GREENWICH ,2016,3,"220,545"
ROYAL MUSEUMS GREENWICH ,2016,4,"194,406"
ROYAL MUSEUMS GREENWICH ,2016,5,"211,353"
ROYAL MUSEUMS GREENWICH ,2016,6,"201,846"
ROYAL MUSEUMS GREENWICH ,2016,7,"281,303"
ROYAL MUSEUMS GREENWICH ,2016,8,"315,260"
ROYAL MUSEUMS GREENWICH ,2016,9,"173,639"
ROYAL MUSEUMS GREENWICH ,2016,10,"231,076"
ROYAL MUSEUMS GREENWICH ,2016,11,"149,001"
ROYAL MUSEUMS GREENWICH ,2016,12,"149,354"
ROYAL MUSEUMS GREENWICH ,2017,1,"157,474"
ROYAL MUSEUMS GREENWICH ,2017,2,"176,233"
ROYAL MUSEUMS GREENWICH ,2017,3,"199,736"
ROYAL MUSEUMS GREENWICH ,2017,4,"296,681"
ROYAL MUSEUMS GREENWICH ,2017,5,"229,688"
ROYAL MUSEUMS GREENWICH ,2017,6,"220,213"
ROYAL MUSEUMS GREENWICH ,2017,7,"312,130"
ROYAL MUSEUMS GREENWICH ,2017,8,"326,929"
ROYAL MUSEUMS GREENWICH ,2017,9,"190,207"
ROYAL MUSEUMS GREENWICH ,2017,10,"217,521"
ROYAL MUSEUMS GREENWICH ,2017,11,"149,172"
ROYAL MUSEUMS GREENWICH ,2017,12,"131,117"
ROYAL MUSEUMS GREENWICH ,2018,1,"147,273"
ROYAL MUSEUMS GREENWICH ,2018,2,"173,376"
ROYAL MUSEUMS GREENWICH ,2018,3,"165,731"
ROYAL MUSEUMS GREENWICH ,2018,4,"238,587"
ROYAL MUSEUMS GREENWICH ,2018,5,"243,226"
ROYAL MUSEUMS GREENWICH ,2018,6,"217,095"
ROYAL MUSEUMS GREENWICH ,2018,7,"303,144"
NATIONAL MUSEUMS LIVERPOOL,2004,4,"134,962"
NATIONAL MUSEUMS LIVERPOOL,2004,5,"114,058"
NATIONAL MUSEUMS LIVERPOOL,2004,6,"152,568"
NATIONAL MUSEUMS LIVERPOOL,2004,7,"156,014"
NATIONAL MUSEUMS LIVERPOOL,2004,8,"217,766"
NATIONAL MUSEUMS LIVERPOOL,2004,9,"115,817"
NATIONAL MUSEUMS LIVERPOOL,2004,10,"154,486"
NATIONAL MUSEUMS LIVERPOOL,2004,11,"88,077"
NATIONAL MUSEUMS LIVERPOOL,2004,12,"64,161"
NATIONAL MUSEUMS LIVERPOOL,2005,1,"73,868"
NATIONAL MUSEUMS LIVERPOOL,2005,2,"128,157"
NATIONAL MUSEUMS LIVERPOOL,2005,3,"137,656"
NATIONAL MUSEUMS LIVERPOOL,2005,4,"104,430"
NATIONAL MUSEUMS LIVERPOOL,2005,5,"147,284"
NATIONAL MUSEUMS LIVERPOOL,2005,6,"170,482"
NATIONAL MUSEUMS LIVERPOOL,2005,7,"173,873"
NATIONAL MUSEUMS LIVERPOOL,2005,8,"238,626"
NATIONAL MUSEUMS LIVERPOOL,2005,9,"117,167"
NATIONAL MUSEUMS LIVERPOOL,2005,10,"147,622"
NATIONAL MUSEUMS LIVERPOOL,2005,11,"86,210"
NATIONAL MUSEUMS LIVERPOOL,2005,12,"60,749"
NATIONAL MUSEUMS LIVERPOOL,2006,1,"74,267"
NATIONAL MUSEUMS LIVERPOOL,2006,2,"146,942"
NATIONAL MUSEUMS LIVERPOOL,2006,3,"140,480"
NATIONAL MUSEUMS LIVERPOOL,2006,4,"168,491"
NATIONAL MUSEUMS LIVERPOOL,2006,5,"124,682"
NATIONAL MUSEUMS LIVERPOOL,2006,6,"136,559"
NATIONAL MUSEUMS LIVERPOOL,2006,7,"168,150"
NATIONAL MUSEUMS LIVERPOOL,2006,8,"248,223"
NATIONAL MUSEUMS LIVERPOOL,2006,9,"123,032"
NATIONAL MUSEUMS LIVERPOOL,2006,10,"162,793"
NATIONAL MUSEUMS LIVERPOOL,2006,11,"105,024"
NATIONAL MUSEUMS LIVERPOOL,2006,12,"60,034"
NATIONAL MUSEUMS LIVERPOOL,2007,1,"79,494"
NATIONAL MUSEUMS LIVERPOOL,2007,2,"176,804"
NATIONAL MUSEUMS LIVERPOOL,2007,3,"155,032"
NATIONAL MUSEUMS LIVERPOOL,2007,4,"180,892"
NATIONAL MUSEUMS LIVERPOOL,2007,5,"198,877"
NATIONAL MUSEUMS LIVERPOOL,2007,6,"176,509"
NATIONAL MUSEUMS LIVERPOOL,2007,7,"208,610"
NATIONAL MUSEUMS LIVERPOOL,2007,8,"273,632"
NATIONAL MUSEUMS LIVERPOOL,2007,9,"185,698"
NATIONAL MUSEUMS LIVERPOOL,2007,10,"188,370"
NATIONAL MUSEUMS LIVERPOOL,2007,11,"116,619"
NATIONAL MUSEUMS LIVERPOOL,2007,12,"75,816"
NATIONAL MUSEUMS LIVERPOOL,2008,1,"127,443"
NATIONAL MUSEUMS LIVERPOOL,2008,2,"228,353"
NATIONAL MUSEUMS LIVERPOOL,2008,3,"229,572"
NATIONAL MUSEUMS LIVERPOOL,2008,4,"198,561"
NATIONAL MUSEUMS LIVERPOOL,2008,5,"236,068"
NATIONAL MUSEUMS LIVERPOOL,2008,6,"238,634"
NATIONAL MUSEUMS LIVERPOOL,2008,7,"362,629"
NATIONAL MUSEUMS LIVERPOOL,2008,8,"377,971"
NATIONAL MUSEUMS LIVERPOOL,2008,9,"207,187"
NATIONAL MUSEUMS LIVERPOOL,2008,10,"263,673"
NATIONAL MUSEUMS LIVERPOOL,2008,11,"155,686"
NATIONAL MUSEUMS LIVERPOOL,2008,12,"107,108"
NATIONAL MUSEUMS LIVERPOOL,2009,1,"143,466"
NATIONAL MUSEUMS LIVERPOOL,2009,2,"220,804"
NATIONAL MUSEUMS LIVERPOOL,2009,3,"178,102"
NATIONAL MUSEUMS LIVERPOOL,2009,4,"208,255"
NATIONAL MUSEUMS LIVERPOOL,2009,5,"190,732"
NATIONAL MUSEUMS LIVERPOOL,2009,6,"168,239"
NATIONAL MUSEUMS LIVERPOOL,2009,7,"232,770"
NATIONAL MUSEUMS LIVERPOOL,2009,8,"307,264"
NATIONAL MUSEUMS LIVERPOOL,2009,9,"160,801"
NATIONAL MUSEUMS LIVERPOOL,2009,10,"242,223"
NATIONAL MUSEUMS LIVERPOOL,2009,11,"141,604"
NATIONAL MUSEUMS LIVERPOOL,2009,12,"92,519"
NATIONAL MUSEUMS LIVERPOOL,2010,1,"100,999"
NATIONAL MUSEUMS LIVERPOOL,2010,2,"215,382"
NATIONAL MUSEUMS LIVERPOOL,2010,3,"212,193"
NATIONAL MUSEUMS LIVERPOOL,2010,4,"205,680"
NATIONAL MUSEUMS LIVERPOOL,2010,5,"197,656"
NATIONAL MUSEUMS LIVERPOOL,2010,6,"204,408"
NATIONAL MUSEUMS LIVERPOOL,2010,7,"282,084"
NATIONAL MUSEUMS LIVERPOOL,2010,8,"349,799"
NATIONAL MUSEUMS LIVERPOOL,2010,9,"185,963"
NATIONAL MUSEUMS LIVERPOOL,2010,10,"285,621"
NATIONAL MUSEUMS LIVERPOOL,2010,11,"205,299"
NATIONAL MUSEUMS LIVERPOOL,2010,12,"111,218"
NATIONAL MUSEUMS LIVERPOOL,2011,1,"156,053"
NATIONAL MUSEUMS LIVERPOOL,2011,2,"243,367"
NATIONAL MUSEUMS LIVERPOOL,2011,3,"195,080"
NATIONAL MUSEUMS LIVERPOOL,2011,4,"195,080"
NATIONAL MUSEUMS LIVERPOOL,2011,5,"196,765"
NATIONAL MUSEUMS LIVERPOOL,2011,6,"198,591"
NATIONAL MUSEUMS LIVERPOOL,2011,7,"391,545"
NATIONAL MUSEUMS LIVERPOOL,2011,8,"477,104"
NATIONAL MUSEUMS LIVERPOOL,2011,9,"271,924"
NATIONAL MUSEUMS LIVERPOOL,2011,10,"330,781"
NATIONAL MUSEUMS LIVERPOOL,2011,11,"178,413"
NATIONAL MUSEUMS LIVERPOOL,2011,12,"159,971"
NATIONAL MUSEUMS LIVERPOOL,2012,1,"202,268"
NATIONAL MUSEUMS LIVERPOOL,2012,2,"301,093"
NATIONAL MUSEUMS LIVERPOOL,2012,3,"281,460"
NATIONAL MUSEUMS LIVERPOOL,2012,4,"402,249"
NATIONAL MUSEUMS LIVERPOOL,2012,5,"296,361"
NATIONAL MUSEUMS LIVERPOOL,2012,6,"303,098"
NATIONAL MUSEUMS LIVERPOOL,2012,7,"336,076"
NATIONAL MUSEUMS LIVERPOOL,2012,8,"414,763"
NATIONAL MUSEUMS LIVERPOOL,2012,9,"239,786"
NATIONAL MUSEUMS LIVERPOOL,2012,10,"280,311"
NATIONAL MUSEUMS LIVERPOOL,2012,11,"188,169"
NATIONAL MUSEUMS LIVERPOOL,2012,12,"143,881"
NATIONAL MUSEUMS LIVERPOOL,2013,1,"153,952"
NATIONAL MUSEUMS LIVERPOOL,2013,2,"284,212"
NATIONAL MUSEUMS LIVERPOOL,2013,3,"224,727"
NATIONAL MUSEUMS LIVERPOOL,2013,4,"261,061"
NATIONAL MUSEUMS LIVERPOOL,2013,5,"269,430"
NATIONAL MUSEUMS LIVERPOOL,2013,6,"219,047"
NATIONAL MUSEUMS LIVERPOOL,2013,7,"257,056"
NATIONAL MUSEUMS LIVERPOOL,2013,8,"336,866"
NATIONAL MUSEUMS LIVERPOOL,2013,9,"179,816"
NATIONAL MUSEUMS LIVERPOOL,2013,10,"244,300"
NATIONAL MUSEUMS LIVERPOOL,2013,11,"171,780"
NATIONAL MUSEUMS LIVERPOOL,2013,12,"129,666"
NATIONAL MUSEUMS LIVERPOOL,2014,1,"154,237"
NATIONAL MUSEUMS LIVERPOOL,2014,2,"257,732"
NATIONAL MUSEUMS LIVERPOOL,2014,3,"229,194"
NATIONAL MUSEUMS LIVERPOOL,2014,4,"243,679"
NATIONAL MUSEUMS LIVERPOOL,2014,5,"247,080"
NATIONAL MUSEUMS LIVERPOOL,2014,6,"208,786"
NATIONAL MUSEUMS LIVERPOOL,2014,7,"282,554"
NATIONAL MUSEUMS LIVERPOOL,2014,8,"343,603"
NATIONAL MUSEUMS LIVERPOOL,2014,9,"194,205"
NATIONAL MUSEUMS LIVERPOOL,2014,10,"253,732"
NATIONAL MUSEUMS LIVERPOOL,2014,11,"173,798"
